College name,Location,Established,Affliation,Coursed offred,Coursed duretion,Admition criteria,Entrance Exam,Hostel avilibiliry,Hostelfee,Course fee,Placement,Facilities,Contact information,Website
"Government Engineering College, Banswara","Banswara, Rajasthan, India",2012,Rajasthan Technical University (RTU),#NAME?,4 years,"Merit-based, through JEE Main and RTU's entrance exams","JEE Main, RTU's entrance exams",Yes,"Approx. ₹5,000-₹8,000 per year","Approx. ₹50,000-₹70,000 per year",Growing placement opportunities; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen","Phone: +91-294-2312345, Email: gec_banswara@rtu.ac.in",http://gec-banswara.ac.in
"Government Engineering College, Banswara","Banswara, Rajasthan, India",2012,Rajasthan Technical University (RTU),#NAME?,4 years,"Merit-based, through JEE Main and RTU's entrance exams","JEE Main, RTU's entrance exams",Yes,"Approx. ₹5,000-₹8,000 per year","Approx. ₹50,000-₹70,000 per year",Growing placement opportunities; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen","Phone: +91-294-2312345, Email: gec_banswara@rtu.ac.in",http://gec-banswara.ac.in
"Government Engineering College, Banswara","Banswara, Rajasthan, India",2012,Rajasthan Technical University (RTU),#NAME?,4 years,"Merit-based, through JEE Main and RTU's entrance exams","JEE Main, RTU's entrance exams",Yes,"Approx. ₹5,000-₹8,000 per year","Approx. ₹50,000-₹70,000 per year",Growing placement opportunities; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen","Phone: +91-294-2312345, Email: gec_banswara@rtu.ac.in",http://gec-banswara.ac.in
"Government Engineering College, Baran","Baran, Rajasthan, India",2013,Rajasthan Technical University (RTU),#NAME?,4 years,"Merit-based, through JEE Main and RTU's entrance exams","JEE Main, RTU's entrance exams",Yes,"Approx. ₹5,000-₹8,000 per year","Approx. ₹50,000-₹70,000 per year",Emerging placement opportunities; companies visit occasionally,"Library, Laboratories, Workshops, Hostel, Canteen","Phone: +91-741-2345678, Email: gec_baran@rtu.ac.in",http://gec-baran.ac.in
"Government Engineering College, Baran","Baran, Rajasthan, India",2013,Rajasthan Technical University (RTU),#NAME?,4 years,"Merit-based, through JEE Main and RTU's entrance exams","JEE Main, RTU's entrance exams",Yes,"Approx. ₹5,000-₹8,000 per year","Approx. ₹50,000-₹70,000 per year",Emerging placement opportunities; companies visit occasionally,"Library, Laboratories, Workshops, Hostel, Canteen","Phone: +91-741-2345678, Email: gec_baran@rtu.ac.in",http://gec-baran.ac.in
"Government Engineering College, Baran","Baran, Rajasthan, India",2013,Rajasthan Technical University (RTU),#NAME?,4 years,"Merit-based, through JEE Main and RTU's entrance exams","JEE Main, RTU's entrance exams",Yes,"Approx. ₹5,000-₹8,000 per year","Approx. ₹50,000-₹70,000 per year",Emerging placement opportunities; companies visit occasionally,"Library, Laboratories, Workshops, Hostel, Canteen","Phone: +91-741-2345678, Email: gec_baran@rtu.ac.in",http://gec-baran.ac.in
"Government Engineering College, Baran","Baran, Rajasthan, India",2013,Rajasthan Technical University (RTU),#NAME?,4 years,"Merit-based, through JEE Main and RTU's entrance exams","JEE Main, RTU's entrance exams",Yes,"Approx. ₹5,000-₹8,000 per year","Approx. ₹50,000-₹70,000 per year",Emerging placement opportunities; companies visit occasionally,"Library, Laboratories, Workshops, Hostel, Canteen","Phone: +91-741-2345678, Email: gec_baran@rtu.ac.in",http://gec-baran.ac.in
"Government Engineering College, Baran","Baran, Rajasthan, India",2013,Rajasthan Technical University (RTU),#NAME?,4 years,"Merit-based, through JEE Main and RTU's entrance exams","JEE Main, RTU's entrance exams",Yes,"Approx. ₹5,000-₹8,000 per year","Approx. ₹50,000-₹70,000 per year",Emerging placement opportunities; companies visit occasionally,"Library, Laboratories, Workshops, Hostel, Canteen","Phone: +91-741-2345678, Email: gec_baran@rtu.ac.in",http://gec-baran.ac.in
"Government Engineering College, Barmer","Barmer, Rajasthan, India",2014,Rajasthan Technical University (RTU),#NAME?,4 years,"Merit-based, through JEE Main and RTU's entrance exams","JEE Main, RTU's entrance exams",Yes,"Approx. ₹5,000-₹8,000 per year","Approx. ₹50,000-₹70,000 per year",Developing placement opportunities; companies visit occasionally,"Library, Laboratories, Workshops, Hostel, Canteen","Phone: +91-298-2345678, Email: gec_barmer@rtu.ac.in",http://gec-barmer.ac.in
"Government Engineering College, Barmer","Barmer, Rajasthan, India",2014,Rajasthan Technical University (RTU),#NAME?,4 years,"Merit-based, through JEE Main and RTU's entrance exams","JEE Main, RTU's entrance exams",Yes,"Approx. ₹5,000-₹8,000 per year","Approx. ₹50,000-₹70,000 per year",Developing placement opportunities; companies visit occasionally,"Library, Laboratories, Workshops, Hostel, Canteen","Phone: +91-298-2345678, Email: gec_barmer@rtu.ac.in",http://gec-barmer.ac.in
"Government Engineering College, Barmer","Barmer, Rajasthan, India",2014,Rajasthan Technical University (RTU),#NAME?,4 years,"Merit-based, through JEE Main and RTU's entrance exams","JEE Main, RTU's entrance exams",Yes,"Approx. ₹5,000-₹8,000 per year","Approx. ₹50,000-₹70,000 per year",Developing placement opportunities; companies visit occasionally,"Library, Laboratories, Workshops, Hostel, Canteen","Phone: +91-298-2345678, Email: gec_barmer@rtu.ac.in",http://gec-barmer.ac.in
"Government Engineering College, Barmer","Barmer, Rajasthan, India",2014,Rajasthan Technical University (RTU),#NAME?,4 years,"Merit-based, through JEE Main and RTU's entrance exams","JEE Main, RTU's entrance exams",Yes,"Approx. ₹5,000-₹8,000 per year","Approx. ₹50,000-₹70,000 per year",Developing placement opportunities; companies visit occasionally,"Library, Laboratories, Workshops, Hostel, Canteen","Phone: +91-298-2345678, Email: gec_barmer@rtu.ac.in",http://gec-barmer.ac.in
"Government Engineering College, Barmer","Barmer, Rajasthan, India",2014,Rajasthan Technical University (RTU),#NAME?,4 years,"Merit-based, through JEE Main and RTU's entrance exams","JEE Main, RTU's entrance exams",Yes,"Approx. ₹5,000-₹8,000 per year","Approx. ₹50,000-₹70,000 per year",Developing placement opportunities; companies visit occasionally,"Library, Laboratories, Workshops, Hostel, Canteen","Phone: +91-298-2345678, Email: gec_barmer@rtu.ac.in",http://gec-barmer.ac.in
"Government Engineering College, Bharatpur","Bharatpur, Rajasthan, India",2013,Rajasthan Technical University (RTU),#NAME?,4 years,"Merit-based, through JEE Main and RTU's entrance exams","JEE Main, RTU's entrance exams",Yes,"Approx. ₹5,000-₹8,000 per year","Approx. ₹50,000-₹70,000 per year",Developing placement opportunities; companies visit occasionally,"Library, Laboratories, Workshops, Hostel, Canteen","Phone: +91-564-2345678, Email: gec_bharatpur@rtu.ac.in",http://gec-bharatpur.ac.in
"Government Engineering College, Bharatpur","Bharatpur, Rajasthan, India",2013,Rajasthan Technical University (RTU),#NAME?,4 years,"Merit-based, through JEE Main and RTU's entrance exams","JEE Main, RTU's entrance exams",Yes,"Approx. ₹5,000-₹8,000 per year","Approx. ₹50,000-₹70,000 per year",Developing placement opportunities; companies visit occasionally,"Library, Laboratories, Workshops, Hostel, Canteen","Phone: +91-564-2345678, Email: gec_bharatpur@rtu.ac.in",http://gec-bharatpur.ac.in
"Government Engineering College, Bharatpur","Bharatpur, Rajasthan, India",2013,Rajasthan Technical University (RTU),#NAME?,4 years,"Merit-based, through JEE Main and RTU's entrance exams","JEE Main, RTU's entrance exams",Yes,"Approx. ₹5,000-₹8,000 per year","Approx. ₹50,000-₹70,000 per year",Developing placement opportunities; companies visit occasionally,"Library, Laboratories, Workshops, Hostel, Canteen","Phone: +91-564-2345678, Email: gec_bharatpur@rtu.ac.in",http://gec-bharatpur.ac.in
"Government Engineering College, Bharatpur","Bharatpur, Rajasthan, India",2013,Rajasthan Technical University (RTU),#NAME?,4 years,"Merit-based, through JEE Main and RTU's entrance exams","JEE Main, RTU's entrance exams",Yes,"Approx. ₹5,000-₹8,000 per year","Approx. ₹50,000-₹70,000 per year",Developing placement opportunities; companies visit occasionally,"Library, Laboratories, Workshops, Hostel, Canteen","Phone: +91-564-2345678, Email: gec_bharatpur@rtu.ac.in",http://gec-bharatpur.ac.in
"Government Engineering College, Bharatpur","Bharatpur, Rajasthan, India",2013,Rajasthan Technical University (RTU),#NAME?,4 years,"Merit-based, through JEE Main and RTU's entrance exams","JEE Main, RTU's entrance exams",Yes,"Approx. ₹5,000-₹8,000 per year","Approx. ₹50,000-₹70,000 per year",Developing placement opportunities; companies visit occasionally,"Library, Laboratories, Workshops, Hostel, Canteen","Phone: +91-564-2345678, Email: gec_bharatpur@rtu.ac.in",http://gec-bharatpur.ac.in
"Government Engineering College, Bikaner","Bikaner, Rajasthan, India",2007,Rajasthan Technical University (RTU),#NAME?,4 years,"Merit-based, through JEE Main and RTU's entrance exams","JEE Main, RTU's entrance exams",Yes,"Approx. ₹6,000-₹9,000 per year","Approx. ₹60,000-₹80,000 per year",Established placement record; top companies visit regularly,"Library, Laboratories, Workshops, Hostel, Canteen","Phone: +91-151-2541234, Email: gec_bikaner@rtu.ac.in",http://gec-bikaner.ac.in
"Government Engineering College, Bikaner","Bikaner, Rajasthan, India",2007,Rajasthan Technical University (RTU),#NAME?,4 years,"Merit-based, through JEE Main and RTU's entrance exams","JEE Main, RTU's entrance exams",Yes,"Approx. ₹6,000-₹9,000 per year","Approx. ₹60,000-₹80,000 per year",Established placement record; top companies visit regularly,"Library, Laboratories, Workshops, Hostel, Canteen","Phone: +91-151-2541234, Email: gec_bikaner@rtu.ac.in",http://gec-bikaner.ac.in
"Government Engineering College, Bikaner","Bikaner, Rajasthan, India",2007,Rajasthan Technical University (RTU),#NAME?,4 years,"Merit-based, through JEE Main and RTU's entrance exams","JEE Main, RTU's entrance exams",Yes,"Approx. ₹6,000-₹9,000 per year","Approx. ₹60,000-₹80,000 per year",Established placement record; top companies visit regularly,"Library, Laboratories, Workshops, Hostel, Canteen","Phone: +91-151-2541234, Email: gec_bikaner@rtu.ac.in",http://gec-bikaner.ac.in
"Government Engineering College, Bikaner","Bikaner, Rajasthan, India",2007,Rajasthan Technical University (RTU),#NAME?,4 years,"Merit-based, through JEE Main and RTU's entrance exams","JEE Main, RTU's entrance exams",Yes,"Approx. ₹6,000-₹9,000 per year","Approx. ₹60,000-₹80,000 per year",Established placement record; top companies visit regularly,"Library, Laboratories, Workshops, Hostel, Canteen","Phone: +91-151-2541234, Email: gec_bikaner@rtu.ac.in",http://gec-bikaner.ac.in
"Government Engineering College, Bikaner","Bikaner, Rajasthan, India",2007,Rajasthan Technical University (RTU),#NAME?,4 years,"Merit-based, through JEE Main and RTU's entrance exams","JEE Main, RTU's entrance exams",Yes,"Approx. ₹6,000-₹9,000 per year","Approx. ₹60,000-₹80,000 per year",Established placement record; top companies visit regularly,"Library, Laboratories, Workshops, Hostel, Canteen","Phone: +91-151-2541234, Email: gec_bikaner@rtu.ac.in",http://gec-bikaner.ac.in
"Government Engineering College, Jhalawar","Jhalawar, Rajasthan, India",2014,Rajasthan Technical University (RTU),#NAME?,4 years,"Merit-based, through JEE Main and RTU's entrance exams","JEE Main, RTU's entrance exams",Yes,"Approx. ₹5,000-₹8,000 per year","Approx. ₹50,000-₹70,000 per year",Emerging placement opportunities; companies visit occasionally,"Library, Laboratories, Workshops, Hostel, Canteen","Phone: +91-744-2345678, Email: gec_jhalawar@rtu.ac.in",http://gec-jhalawar.ac.in
"Government Engineering College, Jhalawar","Jhalawar, Rajasthan, India",2014,Rajasthan Technical University (RTU),#NAME?,4 years,"Merit-based, through JEE Main and RTU's entrance exams","JEE Main, RTU's entrance exams",Yes,"Approx. ₹5,000-₹8,000 per year","Approx. ₹50,000-₹70,000 per year",Emerging placement opportunities; companies visit occasionally,"Library, Laboratories, Workshops, Hostel, Canteen","Phone: +91-744-2345678, Email: gec_jhalawar@rtu.ac.in",http://gec-jhalawar.ac.in
"Government Engineering College, Jhalawar","Jhalawar, Rajasthan, India",2014,Rajasthan Technical University (RTU),#NAME?,4 years,"Merit-based, through JEE Main and RTU's entrance exams","JEE Main, RTU's entrance exams",Yes,"Approx. ₹5,000-₹8,000 per year","Approx. ₹50,000-₹70,000 per year",Emerging placement opportunities; companies visit occasionally,"Library, Laboratories, Workshops, Hostel, Canteen","Phone: +91-744-2345678, Email: gec_jhalawar@rtu.ac.in",http://gec-jhalawar.ac.in
"Government Engineering College, Jhalawar","Jhalawar, Rajasthan, India",2014,Rajasthan Technical University (RTU),#NAME?,4 years,"Merit-based, through JEE Main and RTU's entrance exams","JEE Main, RTU's entrance exams",Yes,"Approx. ₹5,000-₹8,000 per year","Approx. ₹50,000-₹70,000 per year",Emerging placement opportunities; companies visit occasionally,"Library, Laboratories, Workshops, Hostel, Canteen","Phone: +91-744-2345678, Email: gec_jhalawar@rtu.ac.in",http://gec-jhalawar.ac.in
"Government Engineering College, Jhalawar","Jhalawar, Rajasthan, India",2014,Rajasthan Technical University (RTU),#NAME?,4 years,"Merit-based, through JEE Main and RTU's entrance exams","JEE Main, RTU's entrance exams",Yes,"Approx. ₹5,000-₹8,000 per year","Approx. ₹50,000-₹70,000 per year",Emerging placement opportunities; companies visit occasionally,"Library, Laboratories, Workshops, Hostel, Canteen","Phone: +91-744-2345678, Email: gec_jhalawar@rtu.ac.in",http://gec-jhalawar.ac.in
